Date,Close,High,Low,Open,Volume,Ticker
2020-09-25 23:30:00,351.92,352.85,350.08,351.72,9218.16212,ETH-USD
2020-09-26 00:00:00,352.16,353.94,351.1,351.93,17153.99777,ETH-USD
2020-09-26 00:30:00,350.58,352.81,350.31,352.17,11496.47718,ETH-USD
2020-09-26 01:00:00,351.07,351.99,349.67,350.57,8956.25791,ETH-USD
2020-09-26 01:30:00,351.69,352.85,351.0,351.03,8961.47063,ETH-USD
2020-09-26 02:00:00,351.3,352.3,350.64,351.68,6926.95574,ETH-USD
2020-09-26 02:30:00,351.95,352.72,351.02,351.3,5358.41789,ETH-USD
2020-09-26 03:00:00,352.28,353.07,351.75,351.96,5175.3724,ETH-USD
2020-09-26 03:30:00,350.8,353.26,350.48,352.28,11056.71388,ETH-USD
2020-09-26 04:00:00,349.75,351.04,348.97,350.8,12129.59978,ETH-USD
2020-09-26 04:30:00,351.96,352.1,349.74,349.74,8493.42349,ETH-USD
2020-09-26 05:00:00,352.77,352.99,351.86,351.98,9048.46997,ETH-USD
2020-09-26 05:30:00,352.65,356.4,351.92,352.76,21652.99637,ETH-USD
2020-09-26 06:00:00,355.21,355.93,352.42,352.65,15867.02661,ETH-USD
2020-09-26 06:30:00,354.54,355.38,353.54,355.21,9572.52241,ETH-USD
2020-09-26 07:00:00,353.61,354.98,352.21,354.57,11832.50601,ETH-USD
2020-09-26 07:30:00,350.82,353.88,350.03,353.61,20192.2586,ETH-USD
2020-09-26 08:00:00,350.36,351.77,350.18,350.82,8470.13345,ETH-USD
2020-09-26 08:30:00,350.49,350.99,349.64,350.35,8868.11482,ETH-USD
2020-09-26 09:00:00,351.16,351.49,349.18,350.47,9646.53866,ETH-USD
2020-09-26 09:30:00,350.97,352.96,350.41,351.21,24295.30405,ETH-USD
2020-09-26 10:00:00,349.31,350.97,347.6,350.97,18531.783,ETH-USD
2020-09-26 10:30:00,350.08,351.68,349.2,349.33,32718.09186,ETH-USD
2020-09-26 11:00:00,351.33,351.53,349.84,350.07,8052.49311,ETH-USD
2020-09-26 11:30:00,351.72,351.82,350.5,351.33,7183.77684,ETH-USD
2020-09-26 12:00:00,349.61,351.74,349.0,351.7,10662.09009,ETH-USD
2020-09-26 12:30:00,349.63,350.02,348.69,349.61,8404.91373,ETH-USD
2020-09-26 13:00:00,349.39,349.94,347.74,349.6,11607.02726,ETH-USD
2020-09-26 13:30:00,347.22,349.64,347.21,349.35,9283.27211,ETH-USD
2020-09-26 14:00:00,352.89,353.0,345.88,347.22,28403.2969,ETH-USD
2020-09-26 14:30:00,351.56,353.8,351.55,352.9,12042.14484,ETH-USD
2020-09-26 15:00:00,352.91,353.37,351.53,351.59,8668.83295,ETH-USD
2020-09-26 15:30:00,352.34,354.72,351.93,352.91,12609.67359,ETH-USD
2020-09-26 16:00:00,352.55,353.16,350.42,352.34,12295.93387,ETH-USD
2020-09-26 16:30:00,354.64,354.69,352.26,352.54,14086.09733,ETH-USD
2020-09-26 17:00:00,354.05,354.89,353.2,354.62,8249.84234,ETH-USD
2020-09-26 17:30:00,354.27,354.64,353.08,354.05,7977.18901,ETH-USD
2020-09-26 18:00:00,353.37,355.9,352.51,354.31,13443.81462,ETH-USD
2020-09-26 18:30:00,353.34,353.85,352.42,353.45,5249.55962,ETH-USD
2020-09-26 19:00:00,352.68,353.49,351.58,353.31,7577.6842,ETH-USD
2020-09-26 19:30:00,352.39,353.0,351.5,352.66,5571.3535,ETH-USD
2020-09-26 20:00:00,352.52,352.96,351.94,352.38,4481.75248,ETH-USD
